,__EVENTCASE__,__NOTIFICATION__death_period,__NOTIFICATION__distinct_payload_app_id,__NOTIFICATION__distinct_payload_notification_id,__NOTIFICATION__distinct_payload_notification_type_id,__NOTIFICATION__distinct_payload_pmac_batch_id,__NOTIFICATION__distinct_payload_pmac_campaign_id,__NOTIFICATION__distinct_payload_pmac_request_id,__NOTIFICATION__distinct_payload_profile_id,__NOTIFICATION__entropy_for_hours_of_day,__NOTIFICATION__event_type_sent,__NOTIFICATION__hours_of_day_0,__NOTIFICATION__hours_of_day_1,__NOTIFICATION__hours_of_day_10,__NOTIFICATION__hours_of_day_11,__NOTIFICATION__hours_of_day_12,__NOTIFICATION__hours_of_day_13,__NOTIFICATION__hours_of_day_14,__NOTIFICATION__hours_of_day_15,__NOTIFICATION__hours_of_day_16,__NOTIFICATION__hours_of_day_17,__NOTIFICATION__hours_of_day_18,__NOTIFICATION__hours_of_day_19,__NOTIFICATION__hours_of_day_2,__NOTIFICATION__hours_of_day_20,__NOTIFICATION__hours_of_day_21,__NOTIFICATION__hours_of_day_22,__NOTIFICATION__hours_of_day_23,__NOTIFICATION__hours_of_day_3,__NOTIFICATION__hours_of_day_4,__NOTIFICATION__hours_of_day_5,__NOTIFICATION__hours_of_day_6,__NOTIFICATION__hours_of_day_7,__NOTIFICATION__hours_of_day_8,__NOTIFICATION__hours_of_day_9,__NOTIFICATION__live_period,__NOTIFICATION__locale,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_ARP_SPOOFING_FOUND,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_BOX_CONNECTED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_BOX_DISCONNECTED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_CONNECTED_AT_HOME,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_CONTINUE_BROWSING_REQ,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_DEFAULT_PASSWORD,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_DIAMOND_APP_INSTALLED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_GENERIC,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_IDENTIFY,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_INAPPROPRIATE_APP,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NETWORK_ATTACK,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NETWORK_CONTROL,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NETWORK_CONTROL_BLOCK,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_DEVICE_JOINED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_DEVICE_JOINED_ROUTER,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_IN_CLIENT_VERSION,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_NEW_PATTERN_UPDATE,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_RANSOMWARE,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_RENEW_SUCCESS,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_UNABLE_TO_CONTINUE,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEBSITES_FILTERING,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEBSITES_FILTERING_BLOCK,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEBSITES_FILTERING_DENIED,__NOTIFICATION__payload_notification_id_PUSH_NOTIFICATION_WEB_THREATS,__NOTIFICATION__rate,__NOTIFICATION__station_final_status,__NOTIFICATION__total_event,__STATIONID__
63,EEFF-67B5-2284-3B7A-B8DF_2017-08-08 03:54:04,13516.0,1,3,3,1,1,1,1,0.3445982481028228,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1856503.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.992772265950239,1,3,EEFF-67B5-2284-3B7A-B8DF
64,8F92-2469-944D-9F8F-E29C_2017-07-27 08:48:11,2030.0,1,4,4,1,1,1,1,1.3857526552288733,45,0,0,0,8,11,3,8,0,0,0,0,0,0,2,4,0,0,2,0,1,4,0,2,0,5796797.0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0.9996499292011988,1,45,8F92-2469-944D-9F8F-E29C
68,6682-7C2D-B4BA-4CAA-98A9_2017-09-10 17:10:13,3227.0,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,645799.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9950279341659656,0,1,6682-7C2D-B4BA-4CAA-98A9
69,9F68-CF42-B582-43B6-A488_2017-05-26 16:12:26,6094.0,1,1,1,1,1,1,1,1.1082153551850982,17,0,1,0,2,2,0,0,3,3,0,0,0,1,0,0,0,0,0,2,1,0,1,0,1,1095912.0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9944700845548936,1,17,9F68-CF42-B582-43B6-A488
70,49D8-7595-54B9-B76A-CD3F_2017-05-16 09:53:19,2704.0,2,7,7,1,1,1,1,1.96867653663367,298,10,12,20,8,12,38,14,20,2,10,8,16,8,8,10,10,12,6,8,10,10,14,20,12,1642170.0,0,0,0,164,0,0,0,1,0,0,0,58,52,0,11,0,0,0,0,0,0,0,10,0,2,0.9983561050876846,1,298,49D8-7595-54B9-B76A-CD3F
71,D2F9-BB2F-9243-9EAB-2F3F_2017-10-24 20:55:35,3940.0,2,4,4,2,2,2,1,1.7541282514990355,87,6,0,4,6,6,28,9,2,2,1,2,0,0,2,0,3,6,0,2,4,2,0,2,0,3051744.0,0,0,0,0,0,0,0,0,2,0,0,26,0,0,51,0,0,0,0,0,0,0,0,0,8,0.9987105996562472,1,87,D2F9-BB2F-9243-9EAB-2F3F
72,DF82-37E9-EAF4-2582-DB39_2017-09-11 23:17:36,2981.0,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,609159.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9951301989740908,1,1,DF82-37E9-EAF4-2582-DB39
73,D3BA-A5DD-44D6-4D83-4F86_2017-10-02 22:42:32,47714.0,1,3,3,1,1,1,1,0.9401453181214776,13,0,0,1,4,3,0,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,1767068.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0.9737081368450866,0,13,D3BA-A5DD-44D6-4D83-4F86
74,783E-587A-BD34-CC6B-9822_2017-10-30 11:32:08,27647.0,1,6,6,1,1,1,1,0.9798203223053886,19,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,2,0,1,2,1,5,2,0,0,4258245.0,0,1,6,5,0,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0,0,0,0,0.993549300822326,1,19,783E-587A-BD34-CC6B-9822
75,96FD-63F5-9C48-6C87-74B8_2017-07-11 23:29:37,1264.0,1,4,4,1,1,1,1,2.101910343309722,104,0,0,3,5,6,12,15,20,14,6,1,2,1,0,2,0,2,3,2,2,2,4,0,2,5625243.0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,94,0.9997753490753676,1,104,96FD-63F5-9C48-6C87-74B8
76,F3D4-9E59-F464-EE68-F92D_2017-10-22 19:02:12,10510.0,2,5,5,1,1,1,1,1.0132843295512497,28,0,0,0,0,0,0,0,2,0,0,4,0,0,2,2,2,0,6,0,0,2,4,2,2,9736703.0,0,0,6,8,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,10,0.9989217430664541,1,28,F3D4-9E59-F464-EE68-F92D
77,64A8-A668-46B8-447A-844C_2017-07-31 08:44:20,3072.0,1,3,3,1,1,1,1,1.0556698482148017,21,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,0,4,3,6241599.0,0,0,0,12,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995080605527497,1,21,64A8-A668-46B8-447A-844C
78,82CC-CB97-343D-7ADD-A589_2017-10-27 05:24:46,180935.0,1,9,9,1,1,1,1,2.2061608482135107,127,1,5,9,32,7,1,1,1,1,0,2,1,1,4,4,0,2,2,2,8,3,9,14,17,2366219.0,0,0,4,4,64,0,0,0,0,0,12,6,0,23,9,0,0,1,0,0,0,0,0,0,4,0.9289658183211538,0,127,82CC-CB97-343D-7ADD-A589
79,6294-F4BF-2C4E-D899-35F5_2017-09-04 08:35:32,2228.0,9,9,8,1,1,1,1,1.6154194665829602,514,0,9,36,36,0,9,0,0,0,0,0,0,0,0,0,0,0,100,27,81,18,108,45,45,2415373.0,0,0,27,18,325,0,27,0,0,0,0,0,18,0,54,9,0,0,0,0,0,0,9,0,27,0.9990784252653768,1,514,6294-F4BF-2C4E-D899-35F5
80,6662-9AB4-448E-B64B-E945_2017-04-25 13:39:09,1274.0,1,2,2,1,1,1,1,1.1633868698684846,23,0,0,0,2,2,2,1,0,0,0,0,2,0,2,0,1,4,3,2,2,0,0,0,0,798357.0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.9984067651204118,1,23,6662-9AB4-448E-B64B-E945
81,9DB5-3F87-D524-FBAE-4CA3_2017-05-23 13:17:02,77237.0,2,8,7,1,1,1,2,2.282174095733918,147,0,0,9,17,29,7,2,0,2,1,0,0,17,2,4,4,0,1,5,10,7,7,8,15,663044.0,0,0,0,5,68,0,0,0,0,0,19,0,17,18,8,0,0,0,0,0,0,0,6,0,6,0.8956652946651339,0,147,9DB5-3F87-D524-FBAE-4CA3
82,AE7C-66F8-BC74-ED9B-2243_2017-08-17 04:14:54,4911.0,1,4,4,1,1,1,1,1.3776416774896465,27,0,3,2,0,2,2,1,1,2,0,0,1,2,1,0,0,0,1,0,0,2,3,0,4,4958547.0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0.99901056884132,1,27,AE7C-66F8-BC74-ED9B-2243
83,8FED-2BE4-E839-474C-9245_2017-06-23 08:22:51,82175.0,1,2,2,1,1,1,1,0.8151862107956462,10,0,3,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,0,2409729.0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0.9670232079566468,1,10,8FED-2BE4-E839-474C-9245
84,6682-7C2D-B4BA-4CAA-98A9_2017-11-07 09:52:40,137240.0,1,5,5,2,2,2,1,0.5117400734174093,5,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,592297.0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8118806859693203,0,5,6682-7C2D-B4BA-4CAA-98A9
85,CA65-EA29-F347-FFAE-94F2_2017-04-07 22:57:04,2963.0,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3683991.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9991963555824129,1,1,CA65-EA29-F347-FFAE-94F2
86,23B4-64F3-AAD4-449A-83D6_2017-10-02 06:02:56,1115.0,1,8,8,1,1,1,1,1.8159832459531595,55,1,3,2,5,2,0,2,2,4,0,0,0,10,0,0,3,1,2,3,6,0,4,2,3,687732.0,0,0,1,0,23,0,0,0,0,0,23,1,0,1,2,0,0,0,0,0,0,3,0,0,1,0.9983813531887342,1,55,23B4-64F3-AAD4-449A-83D6
89,369F-CABD-AE4C-3F92-35F7_2017-07-15 19:47:28,5621.0,1,3,3,1,1,1,1,0.8292958063087609,12,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,2,0,1,1,1,0,1795284.0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0.9968787914964976,1,12,369F-CABD-AE4C-3F92-35F7
91,99CD-ABB5-FD54-CBE8-AAA4_2017-08-07 17:04:54,2310323.0,1,5,5,1,1,1,1,1.652294749656674,41,0,1,5,1,6,6,0,1,2,3,0,0,0,0,0,1,0,1,5,0,0,4,3,2,1385092.0,0,0,8,12,0,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,4,0.374813654217456,1,41,99CD-ABB5-FD54-CBE8-AAA4
93,2C3B-E999-CD4A-3A2F-22B7_2017-10-28 01:20:46,5131.0,1,8,8,1,1,1,1,2.282174095733918,112,1,1,9,9,6,22,5,3,4,2,2,3,0,2,5,1,5,0,11,3,0,2,6,10,1049602.0,0,0,0,0,40,0,0,0,0,0,10,10,0,36,6,0,0,2,0,0,0,0,7,0,1,0.9951352617202648,1,112,2C3B-E999-CD4A-3A2F-22B7
94,679B-76DF-86B4-7EFA-BF3E_2017-05-02 10:00:28,86572.0,4,6,6,1,1,1,2,1.5861426872972246,118,6,3,6,12,3,0,13,0,0,0,0,3,6,0,3,6,0,0,6,15,15,3,12,6,525257.0,0,0,0,22,27,0,0,0,0,0,12,15,0,0,3,0,0,0,0,0,0,0,0,0,39,0.8585029477190522,1,118,679B-76DF-86B4-7EFA-BF3E
97,53B2-3BEB-9949-A88C-F58B_2017-08-10 20:22:53,50121.0,2,4,4,1,1,1,1,0.8675632284814612,24,0,0,2,4,2,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,4,4,0,1940323.0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0.9748191860710474,1,24,53B2-3BEB-9949-A88C-F58B
99,5F52-DB49-8C84-7748-C78A_2017-08-28 17:54:39,5671.0,1,3,3,1,1,1,1,0.623848004006291,18,0,0,6,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,617164.0,0,0,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9908948597943276,1,18,5F52-DB49-8C84-7748-C78A
100,6DA3-FAFD-9F94-4A79-22AD_2017-11-04 10:32:08,394072.0,1,7,7,2,2,2,1,0.8028187820379638,11,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1,9155727.0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4,0.9587350477219468,0,11,6DA3-FAFD-9F94-4A79-22AD
101,DF82-37E9-EAF4-2582-DB39_2017-05-03 17:11:19,1462.0,1,4,4,1,1,1,1,1.1369943184594973,18,1,1,3,2,0,0,0,2,0,1,0,0,1,0,0,1,0,1,2,0,0,1,2,0,6948288.0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0.9997896327206016,1,18,DF82-37E9-EAF4-2582-DB39
103,B8C4-894E-A446-4395-492F_2017-10-02 09:40:24,34242.0,1,4,4,1,1,1,1,2.282174095733918,287,20,8,12,9,16,12,14,14,8,8,20,13,10,10,10,9,8,6,12,14,16,11,20,7,3506258.0,0,0,141,140,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0.9903284846773056,1,287,B8C4-894E-A446-4395-492F
104,CC54-BD32-A94F-FEBF-CD3C_2017-08-15 13:13:39,3676.0,1,5,5,1,1,1,1,1.7623137103139592,143,0,0,13,16,8,0,0,0,0,0,0,0,1,0,1,0,0,31,4,10,8,20,11,20,1512702.0,0,0,1,2,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0.9975758023395224,1,143,CC54-BD32-A94F-FEBF-CD3C
105,8EE4-B352-DB44-628E-ADFE_2017-08-14 00:27:51,1707.0,1,8,8,1,1,1,1,2.2898178486578247,166,3,3,12,7,16,12,10,3,2,0,2,0,3,0,10,2,2,18,10,9,8,13,10,11,841538.0,0,3,1,0,90,0,0,0,0,0,41,0,0,16,3,0,0,0,0,0,0,0,10,0,2,0.997975677294262,1,166,8EE4-B352-DB44-628E-ADFE
106,D886-8B4F-F384-9A58-F4E4_2017-08-04 05:04:03,994.0,3,5,5,1,1,1,1,0.9401453181214776,33,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,2,6,2,5,609263.0,0,0,0,0,0,0,0,2,0,0,0,2,16,0,2,0,0,0,0,0,0,0,0,0,11,0.99837117804466,1,33,D886-8B4F-F384-9A58-F4E4
107,5424-9E45-CE4F-FFAC-9852_2017-10-19 04:06:52,16234.0,1,5,5,1,1,1,1,2.0794415416798357,95,1,0,15,19,7,0,0,1,8,6,12,2,0,0,0,0,0,2,5,3,0,2,1,11,12937467.0,0,0,1,19,0,0,0,0,0,0,0,27,0,0,16,0,0,0,0,0,0,0,0,0,32,0.9987467674296326,1,95,5424-9E45-CE4F-FFAC-9852
110,D4C8-452E-32CA-489B-F8DC_2017-05-30 04:40:46,14481.0,1,5,5,1,1,1,1,1.3985286594625947,33,8,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5,2,1,3,2,1,3,1444760.0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,13,0,0,0,3,0,0,0,0,0,9,0.9900763479096324,1,33,D4C8-452E-32CA-489B-F8DC
111,3D44-C453-7FA4-49A2-B8B8_2017-07-09 07:15:16,18110.0,2,1,1,1,1,1,1,0.6159905783211985,12,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,4,2,0,0,924244.0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9807821689089238,1,12,3D44-C453-7FA4-49A2-B8B8
113,6652-48C6-374E-57B8-4C99_2017-10-12 07:21:30,1914.0,1,6,6,1,1,1,1,1.2678856031498182,29,0,0,1,2,2,2,3,2,0,2,0,1,3,2,1,1,2,0,0,2,1,0,2,0,9752061.0,0,1,3,3,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,17,0.9998037723082128,1,29,6652-48C6-374E-57B8-4C99
114,EDAC-DBEF-642E-958A-2994_2017-10-28 00:23:42,33736.0,1,10,9,2,2,2,1,1.5242876928431008,33,0,1,2,1,1,0,0,0,0,0,1,1,1,0,2,2,0,2,3,4,3,6,2,1,10348823.0,0,0,3,9,0,0,0,0,1,0,1,3,0,0,11,2,0,1,0,0,0,0,1,0,1,0.9967507047154752,1,33,EDAC-DBEF-642E-958A-2994
115,D64C-A524-454F-7FAA-3279_2017-07-07 23:31:38,430054.0,30,7,6,1,1,1,3,2.1742933185645006,157,17,4,8,4,0,0,0,0,0,0,4,2,8,6,0,24,5,0,2,16,10,12,17,18,607764.0,0,0,0,44,0,0,15,11,0,0,0,0,0,0,38,1,0,0,0,0,0,24,0,0,24,0.5856171313274582,1,157,D64C-A524-454F-7FAA-3279
116,627C-EA7A-6D42-2A96-D95A_2017-08-18 13:40:25,1138.0,1,4,4,1,1,1,1,1.3114896151301971,26,0,0,0,2,4,0,2,0,1,0,0,1,0,0,4,0,0,1,5,2,1,1,2,0,5957365.0,0,0,1,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0.999809012431478,1,26,627C-EA7A-6D42-2A96-D95A
119,CB7B-3CFE-DE55-4E6B-A9AB_2017-05-20 23:30:36,5166.0,1,4,4,1,1,1,1,1.608690737676295,50,4,4,2,2,0,0,0,0,0,0,0,1,1,0,0,0,7,4,11,4,4,3,1,2,2573527.0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,40,0,0,0,0,0,0,0,0,0,4,0.9979966595480734,1,50,CB7B-3CFE-DE55-4E6B-A9AB
120,CC54-BD32-A94F-FEBF-CD3C_2017-05-31 00:16:40,15111.0,1,4,4,1,1,1,1,1.7045514452672967,57,1,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,1,7,2,3,6,7,9,8,715084.0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0.9793055279754038,1,57,CC54-BD32-A94F-FEBF-CD3C
121,6B33-239D-994D-787F-A667_2017-09-20 00:57:30,2198.0,1,4,4,1,1,1,1,2.499064902854284,200,15,9,9,7,17,11,4,0,3,5,4,5,12,6,5,9,12,12,10,6,13,14,7,5,8970056.0,0,0,3,111,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,81,0.9997550225394868,1,200,6B33-239D-994D-787F-A667
122,7CE3-FDD3-E3A4-C239-3E83_2017-04-09 08:23:09,1345.0,1,5,5,1,1,1,1,1.0054668293254951,21,0,1,1,0,3,1,3,0,0,0,0,1,0,0,1,3,1,3,0,0,0,0,3,0,6043876.0,0,1,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0.9997775102018602,1,21,7CE3-FDD3-E3A4-C239-3E83
123,AB45-5586-C24E-D4A9-39AD_2017-08-26 12:24:07,339525.0,1,10,10,1,1,1,1,2.141963331773656,107,3,1,17,12,4,6,0,1,0,0,1,1,6,0,12,6,3,5,1,7,5,8,3,5,267732.0,0,1,2,2,9,0,0,0,0,0,64,1,0,15,11,0,0,0,0,0,0,0,1,0,1,0.4408874660975501,1,107,AB45-5586-C24E-D4A9-39AD
124,5C8C-F2E9-4F47-EBBD-EDCB_2017-08-06 05:51:45,617616.0,1,5,5,1,1,1,1,2.347580113704487,125,6,4,6,2,4,4,6,1,1,3,0,0,3,3,10,11,9,4,3,7,14,5,10,9,3653667.0,0,0,6,104,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,10,0.8554026975033029,1,125,5C8C-F2E9-4F47-EBBD-EDCB
125,8AEA-7249-83C4-5F88-83DB_2017-07-09 03:56:04,2946.0,1,4,4,1,1,1,1,1.1177327443974296,18,0,1,0,0,0,1,1,0,1,0,0,0,1,2,0,2,0,3,0,1,1,1,1,2,9063025.0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,8,0.9996750485965596,0,18,8AEA-7249-83C4-5F88-83DB
126,C5B4-45C8-74E4-353B-54E7_2017-07-13 18:37:18,16457.0,2,4,4,1,1,1,1,1.9080300437102602,128,2,0,12,8,12,10,4,6,4,0,4,0,2,0,8,2,2,14,4,2,8,12,8,4,617454.0,0,0,0,10,70,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.9740389423751916,1,128,C5B4-45C8-74E4-353B-54E7
127,8CAD-FDAA-FF44-8AE9-8897_2017-08-10 02:54:11,984.0,1,6,6,1,1,1,1,1.1369943184594973,24,3,1,0,0,1,0,0,0,0,0,1,1,3,1,0,0,3,0,5,0,0,1,3,1,1044354.0,0,0,4,7,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,1,0,2,0.9990586776717196,1,24,8CAD-FDAA-FF44-8AE9-8897
128,3EF5-B272-284D-D94C-F85E_2017-09-09 08:27:12,9223.0,1,8,8,1,1,1,1,2.9470047701612985,486,9,8,38,74,20,23,6,2,3,0,1,2,9,31,19,39,13,41,17,12,25,31,22,41,2572745.0,0,0,5,3,105,0,0,0,0,0,294,0,0,61,9,0,0,0,0,0,0,0,7,0,2,0.996427918548952,1,486,3EF5-B272-284D-D94C-F85E
130,8339-D8F3-5DB4-B4AB-2743_2017-10-04 07:48:00,2961.0,1,5,5,1,1,1,1,1.9875943147471116,116,2,4,2,2,1,4,1,3,2,0,0,2,3,0,0,4,44,14,8,4,3,10,3,0,12062882.0,0,0,7,15,0,0,0,0,0,0,0,83,0,0,6,0,0,0,0,0,0,0,0,0,5,0.9997545965085076,1,116,8339-D8F3-5DB4-B4AB-2743
131,C723-F6E8-FE4F-3592-F94C_2017-10-18 23:33:10,2975.0,1,6,6,1,1,1,1,1.5921154815485845,41,1,2,2,3,0,2,1,2,1,0,0,0,0,0,0,6,1,2,2,6,4,3,2,1,7674599.0,0,0,1,1,0,0,1,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,20,0.9996125078052,1,41,C723-F6E8-FE4F-3592-F94C
133,A2BD-3CBD-8BF4-26B9-2F9F_2017-08-23 23:00:47,22349.0,1,5,5,1,1,1,1,1.1181071315420714,18,0,1,0,1,1,0,2,0,0,0,2,0,0,0,0,1,0,0,3,1,2,2,2,0,1533185.0,0,0,5,4,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,6,0.9856325866229859,1,18,A2BD-3CBD-8BF4-26B9-2F9F
134,CB95-8CF5-5F62-4246-A5F5_2017-11-07 01:49:08,1745.0,1,3,3,2,2,2,1,1.1645953713991983,22,2,0,1,0,0,0,0,4,0,0,1,2,1,0,2,0,4,1,2,0,0,2,0,0,4258718.0,0,0,11,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9995904201022284,1,22,CB95-8CF5-5F62-4246-A5F5
135,EADD-25EB-F363-4FAB-CE5C_2017-04-21 20:41:20,4118.0,2,2,2,1,1,1,1,0.2868359830561607,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3144671.0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.9986921956345756,1,4,EADD-25EB-F363-4FAB-CE5C
136,738D-E377-DE54-D458-6677_2017-10-12 22:30:11,7804.0,1,7,7,1,1,1,1,2.5321409340340084,241,5,7,32,19,22,5,3,8,3,6,2,4,8,8,8,9,3,10,4,8,7,12,27,21,4481941.0,0,0,6,5,88,0,0,0,0,0,124,4,0,0,0,0,0,0,0,0,0,12,0,0,2,0.9982618166510572,1,241,738D-E377-DE54-D458-6677
138,7BD7-2C87-38D4-B8BF-999F_2017-08-25 05:07:12,8407.0,1,6,6,1,1,1,1,1.451700379090459,37,1,0,6,6,4,6,4,3,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,2,13369378.0,0,0,1,5,0,0,0,0,0,0,0,11,0,0,16,0,1,0,0,0,0,0,0,0,3,0.9993715701067104,1,37,7BD7-2C87-38D4-B8BF-999F
139,A55F-54AA-B842-4D2A-BC25_2017-06-04 04:02:06,1229.0,1,4,4,1,1,1,1,1.3782275634981742,26,1,0,2,4,0,1,4,1,3,1,2,2,0,0,0,0,0,0,1,0,0,0,1,3,825656.0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,14,0.9985136990028844,1,26,A55F-54AA-B842-4D2A-BC25
140,4BA2-33F3-6C84-A864-F33C_2017-10-05 00:43:00,3390.0,1,5,5,1,1,1,1,1.0710465945979115,16,3,0,1,0,0,0,4,0,0,0,0,1,0,0,0,1,0,1,1,2,0,1,0,1,872624.0,0,2,3,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0.9961301988324388,1,16,4BA2-33F3-6C84-A864-F33C
141,55EE-EE73-FB4C-D2A4-3FFF_2017-08-06 10:31:38,206727.0,1,4,4,1,1,1,1,1.5130929164027496,34,0,0,3,7,3,5,2,2,0,2,0,1,0,0,2,1,0,2,0,1,1,1,0,1,6993794.0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,14,0.9712899941545896,1,34,55EE-EE73-FB4C-D2A4-3FFF
