,__EVENTCASE__,__SECURITYWARNING__death_period,__SECURITYWARNING__distinct_payload_cat_id,__SECURITYWARNING__distinct_payload_device_id,__SECURITYWARNING__distinct_payload_dip,__SECURITYWARNING__distinct_payload_dport,__SECURITYWARNING__distinct_payload_profile_id,__SECURITYWARNING__distinct_payload_rule_category,__SECURITYWARNING__distinct_payload_rule_severity,__SECURITYWARNING__distinct_payload_sip,__SECURITYWARNING__distinct_payload_url,__SECURITYWARNING__entropy_for_hours_of_day,__SECURITYWARNING__event_type_network_attack_prevented,__SECURITYWARNING__event_type_weak_password_detected,__SECURITYWARNING__event_type_web_threat_blocked,__SECURITYWARNING__hours_of_day_0,__SECURITYWARNING__hours_of_day_1,__SECURITYWARNING__hours_of_day_10,__SECURITYWARNING__hours_of_day_11,__SECURITYWARNING__hours_of_day_12,__SECURITYWARNING__hours_of_day_13,__SECURITYWARNING__hours_of_day_14,__SECURITYWARNING__hours_of_day_15,__SECURITYWARNING__hours_of_day_16,__SECURITYWARNING__hours_of_day_17,__SECURITYWARNING__hours_of_day_18,__SECURITYWARNING__hours_of_day_19,__SECURITYWARNING__hours_of_day_2,__SECURITYWARNING__hours_of_day_20,__SECURITYWARNING__hours_of_day_21,__SECURITYWARNING__hours_of_day_22,__SECURITYWARNING__hours_of_day_23,__SECURITYWARNING__hours_of_day_3,__SECURITYWARNING__hours_of_day_4,__SECURITYWARNING__hours_of_day_5,__SECURITYWARNING__hours_of_day_6,__SECURITYWARNING__hours_of_day_7,__SECURITYWARNING__hours_of_day_8,__SECURITYWARNING__hours_of_day_9,__SECURITYWARNING__live_period,__SECURITYWARNING__locale,__SECURITYWARNING__payload_rule_category_Access Control,__SECURITYWARNING__payload_rule_category_Backdoor/Trojan,__SECURITYWARNING__payload_rule_category_Buffer Overflow,__SECURITYWARNING__payload_rule_category_DoS/DDoS,__SECURITYWARNING__payload_rule_category_Misc,__SECURITYWARNING__payload_rule_category_Scan,__SECURITYWARNING__payload_rule_category_Virus/Worm,__SECURITYWARNING__payload_rule_category_Web Attack,__SECURITYWARNING__rate,__SECURITYWARNING__station_final_status,__SECURITYWARNING__total_event,__STATIONID__
88,8EE4-B352-DB44-628E-ADFE_2017-08-14 00:27:51,1707.0,2,1,1,1,1,1,1,1,2,0.2868359830561607,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,841538.0,0,0,0,0,0,0,0,0,0,0.997975677294262,1,2,8EE4-B352-DB44-628E-ADFE
89,D886-8B4F-F384-9A58-F4E4_2017-08-04 05:04:03,994.0,2,3,2,3,1,2,2,2,4,0.623848004006291,2,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,609263.0,0,0,0,0,2,0,0,0,0,0.99837117804466,1,9,D886-8B4F-F384-9A58-F4E4
90,5424-9E45-CE4F-FFAC-9852_2017-10-19 04:06:52,16234.0,6,5,5,2,1,2,3,8,3,1.6882550087131465,60,1,32,2,1,12,16,2,0,0,2,4,13,28,4,0,0,0,0,0,0,4,2,0,0,1,2,12937467.0,0,0,0,60,0,0,0,0,0,0.9987467674296326,1,93,5424-9E45-CE4F-FFAC-9852
93,D4C8-452E-32CA-489B-F8DC_2017-05-30 04:40:46,14481.0,6,7,3,1,1,3,2,3,16,1.1171468583889022,8,0,25,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,1,2,2,2,2,1444760.0,0,2,0,0,6,0,0,0,0,0.9900763479096324,1,33,D4C8-452E-32CA-489B-F8DC
95,D64C-A524-454F-7FAA-3279_2017-07-07 23:31:38,430054.0,3,3,1,1,2,1,1,1,3,1.5808414563590492,0,3,470,12,30,166,37,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,49,59,94,607764.0,0,0,0,0,0,0,0,0,0,0.5856171313274582,1,473,D64C-A524-454F-7FAA-3279
96,627C-EA7A-6D42-2A96-D95A_2017-08-18 13:40:25,1138.0,2,2,1,2,1,1,1,1,2,0.5660857389596289,0,0,6,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5957365.0,0,0,0,0,0,0,0,0,0,0.999809012431478,1,6,627C-EA7A-6D42-2A96-D95A
98,CB95-8CF5-5F62-4246-A5F5_2017-09-18 17:02:03,6507.0,5,2,3,2,1,2,2,2,13,1.0768102826779202,2,0,16,0,3,0,0,2,2,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,5,0,15005697.0,0,2,0,0,0,0,0,0,0,0.9995665526527616,1,18,CB95-8CF5-5F62-4246-A5F5
99,6D59-7C66-84B8-BBDF-3384_2017-09-18 03:23:06,10712.0,2,2,1,2,1,1,1,1,2,0.2868359830561607,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3606939.0,0,0,0,0,0,0,0,0,0,0.9970389625754392,1,2,6D59-7C66-84B8-BBDF-3384
100,CC54-BD32-A94F-FEBF-CD3C_2017-05-31 00:16:40,15111.0,2,1,1,1,1,1,1,1,2,0.2868359830561607,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,715084.0,0,0,0,0,0,0,0,0,0,0.9793055279754038,1,2,CC54-BD32-A94F-FEBF-CD3C
101,29EC-FB5D-CBB8-4234-A7B3_2017-07-07 22:59:27,305853.0,4,3,15,1,1,3,3,4,4,2.7737179750213112,2618,0,4,156,144,11,0,4,148,111,122,147,137,146,151,161,148,128,148,159,151,159,148,139,0,1,3,3018226.0,0,14,0,0,0,0,0,0,2604,0.907988648885902,0,2622,29EC-FB5D-CBB8-4234-A7B3
102,6B33-239D-994D-787F-A667_2017-09-20 00:57:30,2198.0,5,5,1,3,1,1,1,1,27,2.224411830687256,0,0,115,11,1,5,6,18,7,1,0,0,0,0,0,7,0,3,5,10,3,4,6,3,7,9,9,8970056.0,0,0,0,0,0,0,0,0,0,0.9997550225394868,1,115,6B33-239D-994D-787F-A667
103,5FC3-9589-9DA4-435B-824D_2017-09-17 07:20:59,2079.0,6,5,3,3,1,3,3,3,10,0.7232545110011122,2,0,10,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,2949672.0,0,1,0,0,0,1,0,0,0,0.9992956722975616,1,12,5FC3-9589-9DA4-435B-824D
104,7CE3-FDD3-E3A4-C239-3E83_2017-04-09 08:23:09,1345.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6043876.0,0,0,0,0,0,0,0,0,0,0.9997775102018602,1,2,7CE3-FDD3-E3A4-C239-3E83
105,AB45-5586-C24E-D4A9-39AD_2017-08-26 12:24:07,339525.0,2,2,2,2,1,2,2,3,2,0.1732052067491771,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267732.0,0,0,0,0,0,0,0,0,3,0.4408874660975501,1,4,AB45-5586-C24E-D4A9-39AD
106,8AEA-7249-83C4-5F88-83DB_2017-07-09 03:56:04,2946.0,3,2,1,1,1,1,1,1,8,0.8675632284814612,0,0,12,0,1,0,0,0,2,1,0,0,0,0,0,2,0,0,2,0,0,0,0,1,2,0,1,9063025.0,0,0,0,0,0,0,0,0,0,0.9996750485965596,0,12,8AEA-7249-83C4-5F88-83DB
107,B626-9887-D744-F298-3CE4_2017-10-30 07:50:41,2012.0,6,5,3,4,1,2,2,381,14,2.751915969031121,402,0,40,5,3,26,29,23,29,33,28,18,28,23,19,6,17,9,2,4,5,17,19,24,31,21,23,3060346.0,0,0,0,402,0,0,0,0,0,0.99934298994435,1,442,B626-9887-D744-F298-3CE4
108,8CAD-FDAA-FF44-8AE9-8897_2017-08-10 02:54:11,984.0,6,4,4,2,1,3,3,10,3,0.8292958063087609,9,0,3,1,1,0,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,1,0,0,1,1,1,1044354.0,0,0,0,6,0,0,0,0,3,0.9990586776717196,1,12,8CAD-FDAA-FF44-8AE9-8897
109,3EF5-B272-284D-D94C-F85E_2017-09-09 08:27:12,9223.0,2,2,1,1,1,1,1,1,2,0.2868359830561607,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2572745.0,0,0,0,0,0,0,0,0,0,0.996427918548952,1,2,3EF5-B272-284D-D94C-F85E
110,8339-D8F3-5DB4-B4AB-2743_2017-10-04 07:48:00,2961.0,2,5,8,2,1,2,2,9,4,1.9933627705006076,99,0,13,2,1,2,2,1,4,1,3,2,0,0,0,3,0,0,4,51,10,7,11,1,3,4,0,12062882.0,0,0,0,99,0,0,0,0,0,0.9997545965085076,1,112,8339-D8F3-5DB4-B4AB-2743
111,C723-F6E8-FE4F-3592-F94C_2017-10-18 23:33:10,2975.0,9,9,5,3,1,5,3,7,10,1.9032705186631012,8,3,54,6,1,3,7,0,4,1,2,0,0,0,0,0,0,0,7,1,3,0,9,14,5,1,1,7674599.0,0,3,0,1,0,2,0,0,2,0.9996125078052,1,65,C723-F6E8-FE4F-3592-F94C
113,A2BD-3CBD-8BF4-26B9-2F9F_2017-08-23 23:00:47,22349.0,4,3,2,3,1,2,2,2,7,0.8358948132176883,3,0,7,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,3,0,0,1533185.0,0,3,0,0,0,0,0,0,0,0.9856325866229859,1,10,A2BD-3CBD-8BF4-26B9-2F9F
114,738D-E377-DE54-D458-6677_2017-10-12 22:30:11,7804.0,6,2,5,3,1,4,3,3,3,0.6159905783211985,8,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,1,0,0,0,4481941.0,0,5,0,1,0,0,0,0,2,0.9982618166510572,1,10,738D-E377-DE54-D458-6677
116,7BD7-2C87-38D4-B8BF-999F_2017-08-25 05:07:12,8407.0,3,1,2,1,1,2,2,4,3,1.2904336535288885,31,0,4,5,0,10,3,7,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,13369378.0,0,0,0,31,0,0,0,0,0,0.9993715701067104,1,35,7BD7-2C87-38D4-B8BF-999F
117,A55F-54AA-B842-4D2A-BC25_2017-06-04 04:02:06,1229.0,5,4,1,1,1,1,1,1,8,1.0924606245219646,0,1,16,1,0,1,4,0,0,3,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,825656.0,0,0,0,0,0,0,0,0,0,0.9985136990028844,1,17,A55F-54AA-B842-4D2A-BC25
118,55EE-EE73-FB4C-D2A4-3FFF_2017-08-06 10:31:38,206727.0,4,4,2,1,1,2,2,2,5,1.2920301311257385,4,0,23,0,0,5,1,3,6,2,5,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,0,6993794.0,0,0,0,0,0,0,0,0,4,0.9712899941545896,1,27,55EE-EE73-FB4C-D2A4-3FFF
119,387F-6DF7-E224-7828-33C7_2017-10-22 16:26:07,41312.0,3,3,1,2,1,1,1,1,5,1.6410207244671384,0,0,46,0,6,0,0,0,0,0,0,0,4,2,5,2,2,4,4,3,1,6,1,0,0,2,4,2367456.0,0,0,0,0,0,0,0,0,0,0.9828493238037038,1,46,387F-6DF7-E224-7828-33C7
121,ED2B-3457-E888-4658-E6BC_2017-06-01 07:26:38,19846.0,3,3,1,1,1,1,1,1,4,0.4563344322932884,0,1,4,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1437344.0,0,0,0,0,0,0,0,0,0,0.9863806367048911,1,5,ED2B-3457-E888-4658-E6BC
122,989D-2F93-F84F-9A97-237F_2017-08-20 12:29:00,1110399.0,3,1,2,3,1,2,2,2,4,0.6519508373776711,1,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,4,0,3113636.0,0,0,0,0,0,0,0,0,1,0.7371236270532796,1,11,989D-2F93-F84F-9A97-237F
123,6255-64DB-CA24-E2AB-6273_2017-10-22 19:54:47,2393.0,16,9,23,3,1,5,4,6,19,2.3228938798375487,175,1,55,6,3,7,2,28,8,0,1,1,0,1,0,11,0,3,4,3,3,7,1,20,109,10,3,10385615.0,0,53,0,15,0,0,104,0,3,0.9997696382213028,1,231,6255-64DB-CA24-E2AB-6273
124,5574-89B8-E3AE-42E7-8554_2017-10-08 03:15:59,1049.0,13,4,8,3,1,5,4,11,14,2.0729270415374588,61,0,21,3,25,3,1,5,2,7,8,0,4,6,0,1,0,0,1,6,2,1,3,0,2,0,2,15719055.0,0,5,0,11,0,0,22,0,23,0.9999332701615714,0,82,5574-89B8-E3AE-42E7-8554
126,86BE-7583-AFE4-4F64-983F_2017-08-11 21:43:52,117904.0,7,6,5,2,1,4,3,35,5,2.070042813660711,90,0,13,5,19,8,8,1,4,1,2,4,3,1,4,2,2,0,3,1,7,8,5,4,7,2,2,3590588.0,0,0,0,51,0,1,0,0,38,0.9682070232320846,1,103,86BE-7583-AFE4-4F64-983F
128,72E6-83B5-7E48-8CA7-7CE7_2017-10-19 04:07:24,17795.0,21,8,7,3,1,5,3,111,6,2.477262896864094,304,0,21,9,9,11,55,12,14,19,9,25,11,8,12,5,10,22,9,10,6,11,7,10,12,5,24,23985222.0,0,55,0,98,0,1,0,0,150,0.9992586348624424,1,325,72E6-83B5-7E48-8CA7-7CE7
129,2A5D-5A8E-F34C-7A22-F95B_2017-06-06 05:42:22,1787.0,4,6,1,1,1,1,1,1,11,1.126928794800676,0,0,18,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2,1,2,1,1,3,0,3,4249470.0,0,0,0,0,0,0,0,0,0,0.999579653735354,1,18,2A5D-5A8E-F34C-7A22-F95B
131,E428-5BD7-C447-4A5D-67E5_2017-08-20 03:26:40,268483.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1003533.0,0,0,0,3,0,0,0,0,0,0.7889311140740368,1,3,E428-5BD7-C447-4A5D-67E5
133,67A7-9B72-DF34-BFAF-C72C_2017-10-31 11:49:48,1810.0,7,6,8,3,1,3,3,6,11,1.4421326714429734,30,0,35,0,0,5,2,2,11,26,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,5,8,3625586.0,0,23,0,7,0,0,0,0,0,0.9995010194641004,1,65,67A7-9B72-DF34-BFAF-C72C
136,CB66-D3C5-55C4-7D4B-4346_2017-10-28 14:39:54,3678.0,1,2,2,1,1,1,1,2,1,0.5442837329694393,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,2129690.0,0,0,0,5,0,0,0,0,0,0.9982759655155604,1,5,CB66-D3C5-55C4-7D4B-4346
137,F63F-BBAA-8BE4-4EEA-F53E_2017-09-27 00:34:26,1994417.0,10,5,4,3,1,4,4,8,12,1.6092766236848222,25,0,17,5,3,0,10,2,0,0,5,0,0,0,0,1,0,1,0,3,1,2,3,0,2,4,0,11895530.0,0,7,0,16,0,0,0,0,2,0.8564129150384807,0,42,F63F-BBAA-8BE4-4EEA-F53E
138,7DF7-F552-7242-67B8-55D8_2017-09-03 05:46:12,2438.0,4,4,2,3,1,2,2,2,6,1.5155540995816876,1,0,33,0,1,5,1,0,0,0,0,0,0,0,0,1,1,3,2,0,1,0,2,6,1,6,4,1299807.0,0,0,0,0,0,0,0,0,1,0.998127848446337,1,34,7DF7-F552-7242-67B8-55D8
139,5FBD-F5DC-AD46-D6A3-5EEA_2017-10-03 12:54:38,1849.0,2,4,1,3,1,1,1,1,4,0.7892773734611849,0,0,33,0,1,0,0,11,13,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12390671.0,0,0,0,0,0,0,0,0,0,0.9998507970937308,1,33,5FBD-F5DC-AD46-D6A3-5EEA
142,34A2-FE7D-B554-4948-8F2A_2017-07-30 03:47:38,32959.0,3,2,2,1,1,2,2,2,3,0.3767701612564368,1,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6046840.0,0,0,0,0,0,0,0,0,1,0.9945789326258976,1,3,34A2-FE7D-B554-4948-8F2A
144,CE6B-FA93-6B49-ACAC-773E_2017-09-24 21:29:02,1016.0,1,1,1,1,1,1,1,2,1,0.2868359830561607,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1635566.0,0,0,0,2,0,0,0,0,0,0.999379193954229,1,2,CE6B-FA93-6B49-ACAC-773E
145,BDCD-BC78-3E45-EB95-4899_2017-11-04 21:09:38,355822.0,1,1,1,1,1,1,1,1,1,0.6159905783211985,16,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,3,0,0,0,1270588.0,0,0,0,0,0,0,16,0,0,0.7812224469844627,0,16,BDCD-BC78-3E45-EB95-4899
146,B67A-664B-B94B-6F88-B82E_2017-10-03 08:59:58,430270.0,1,2,1,1,1,1,1,1,2,0.6816102690529532,0,0,11,5,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,3197730.0,0,0,0,0,0,0,0,0,0,0.8814029768467475,1,11,B67A-664B-B94B-6F88-B82E
147,CEBE-D834-4E6B-4CD8-DBED_2017-08-28 02:25:22,3881640.0,5,3,3,3,1,2,3,4,3,0.623848004006291,8,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,3296664.0,0,0,0,8,0,0,0,0,0,0.4592538850402546,1,10,CEBE-D834-4E6B-4CD8-DBED
148,D623-546B-6EC8-4739-8B96_2017-08-06 12:28:40,61790.0,2,3,3,1,1,2,2,2,2,0.3445982481028228,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1477184.0,0,0,0,0,0,0,0,0,3,0.9598498740069684,1,5,D623-546B-6EC8-4739-8B96
149,DEAB-94A4-9DC5-458B-9372_2017-11-07 15:02:00,24417.0,6,4,9,2,2,3,3,4,8,1.230716842562632,12,0,13,0,0,2,0,1,1,3,0,1,1,0,0,0,1,3,0,0,0,0,3,0,1,1,7,5509524.0,0,0,0,10,0,0,0,0,2,0.9955877737041288,1,25,DEAB-94A4-9DC5-458B-9372
150,AA3D-B8A3-C476-A6F6-C6A9_2017-08-08 21:29:59,48233.0,1,2,1,1,1,1,1,1,2,0.3767701612564368,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2506360.0,0,0,0,0,0,0,0,0,0,0.9811191058614817,1,3,AA3D-B8A3-C476-A6F6-C6A9
151,42BF-846D-3474-FF88-B6DB_2017-07-26 16:22:52,3016.0,3,5,2,1,1,2,2,2,5,1.427760189612402,1,0,125,0,0,7,15,29,0,0,0,0,0,0,0,19,0,0,0,0,7,0,0,9,3,24,13,781198.0,0,0,0,0,0,0,0,0,1,0.9961541109952129,1,126,42BF-846D-3474-FF88-B6DB
152,4A25-CB25-4354-BCAC-46E8_2017-05-24 06:42:10,1836.0,2,2,2,1,1,2,2,2,2,0.2868359830561607,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7351414.0,0,0,0,1,0,0,0,0,0,0.9997503144867916,1,2,4A25-CB25-4354-BCAC-46E8
153,8C7F-445A-88C6-4F38-D22D_2017-07-30 04:28:25,8796695.0,9,2,1,1,1,1,1,1,17,1.7129412425800838,0,0,111,0,1,0,0,13,31,33,3,0,1,0,0,5,0,1,1,6,1,0,7,0,7,0,1,2510247.0,1,0,0,0,0,0,0,0,0,0.22200936380499695,0,111,8C7F-445A-88C6-4F38-D22D
155,B662-3E3E-C8D4-738B-5EBE_2017-04-22 03:53:45,1231.0,3,3,2,1,1,2,2,2,3,0.3767701612564368,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,6582832.0,0,0,0,0,0,0,0,0,1,0.999813033380756,1,3,B662-3E3E-C8D4-738B-5EBE
156,875A-6ED9-65A4-4969-E5AB_2017-07-02 07:14:08,28618.0,3,3,1,1,1,1,1,1,4,1.214136818761434,0,0,48,0,0,0,0,6,12,6,3,15,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2416971.0,0,0,0,0,0,0,0,0,0,0.9882981155050992,0,48,875A-6ED9-65A4-4969-E5AB
158,EFEB-9A23-348B-F8BF-E743_2017-10-21 11:36:53,989648.0,2,2,2,1,1,1,1,2,1,0.4563344322932884,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,3192600.0,0,0,0,8,0,0,0,0,0,0.7633693649922243,0,8,EFEB-9A23-348B-F8BF-E743
159,B4F6-33D3-383E-47F9-979D_2017-08-12 01:51:32,1754.0,1,2,1,2,1,1,1,1,6,0.8151862107956462,0,0,10,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,3,0,0,0,0,0,1,0,615726.0,0,0,0,0,0,0,0,0,0,0.9971594221675196,1,10,B4F6-33D3-383E-47F9-979D
160,738D-E377-DE54-D458-6677_2017-08-21 04:30:07,75663.0,2,2,1,3,1,1,1,1,2,1.329661348854758,0,0,77,0,0,9,26,4,6,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,13,16,2058173.0,0,0,0,0,0,0,0,0,0,0.9645413237006032,1,77,738D-E377-DE54-D458-6677
161,86DE-D5AB-3ED3-4E2F-A6DC_2017-09-21 23:04:24,1781.0,2,2,1,2,1,1,1,1,2,0.1732052067491771,0,1,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807705.0,0,0,0,0,0,0,0,0,0,0.9977998384159824,1,4,86DE-D5AB-3ED3-4E2F-A6DC
162,85E7-E3CC-634E-38B5-F9D5_2017-06-11 02:13:56,1873.0,4,7,7,1,1,3,3,8,7,1.4790079545166877,27,0,8,3,3,1,0,5,3,0,2,2,0,0,0,1,3,0,1,1,0,1,0,2,3,2,2,13814217.0,0,0,0,26,0,0,0,0,1,0.9998644334250862,1,35,85E7-E3CC-634E-38B5-F9D5
163,DB43-5ADD-74FE-AC7B-76F5_2017-08-07 05:29:20,1213.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2125483.0,0,0,0,0,0,0,0,0,0,0.9994296316916004,1,1,DB43-5ADD-74FE-AC7B-76F5
165,3E2F-4FDE-79F7-4B3A-F3E3_2017-09-07 04:42:21,14020.0,1,1,1,1,1,1,1,1,3,0.5140966973399506,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,7211998.0,0,0,0,0,0,0,0,0,0,0.9980597889460004,1,6,3E2F-4FDE-79F7-4B3A-F3E3
166,DF34-D33B-7E4F-BA88-A449_2017-09-22 06:46:19,6948.0,1,1,1,1,1,1,1,1,2,0.3445982481028228,0,0,26,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1023460.0,0,0,0,0,0,0,0,0,0,0.9932570399298142,1,26,DF34-D33B-7E4F-BA88-A449
167,B258-C64F-7634-4DF5-886D_2017-10-19 09:37:47,1779733.0,10,8,11,3,1,3,3,12,8,1.6173434213065387,22,1,16,4,5,2,5,0,0,1,0,0,0,0,0,1,2,1,6,1,2,0,2,2,2,0,3,6567815.0,0,12,0,10,0,0,0,0,0,0.7867957153406007,0,39,B258-C64F-7634-4DF5-886D
169,9778-EC4E-2874-8B39-F72C_2017-10-31 10:23:46,3340.0,1,2,1,1,1,1,1,2,1,0.3445982481028228,20,0,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3243918.0,0,0,0,20,0,0,0,0,0,0.9989714399040668,1,20,9778-EC4E-2874-8B39-F72C
170,989D-2F93-F84F-9A97-237F_2017-10-28 07:06:23,13631.0,5,4,3,3,1,2,2,3,5,0.8239592165010823,4,0,8,0,0,3,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,3,2476986.0,0,0,0,4,0,0,0,0,0,0.99452705895768,1,12,989D-2F93-F84F-9A97-237F
171,5C8C-F2E9-4F47-EBBD-EDCB_2017-06-09 13:27:14,4209.0,3,2,1,1,1,1,1,1,4,0.4563344322932884,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1393175.0,0,0,0,0,0,0,0,0,0,0.9969879431852662,1,4,5C8C-F2E9-4F47-EBBD-EDCB
172,95FE-3DFC-B9AE-43FC-AB3C_2017-06-25 23:56:56,1037.0,1,1,1,1,1,1,1,2,1,0.1732052067491771,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2702328.0,0,0,0,4,0,0,0,0,0,0.9996164040001998,0,4,95FE-3DFC-B9AE-43FC-AB3C
173,24CA-A72C-9634-39B3-2ACD_2017-04-17 07:39:14,51496.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1596690.0,0,0,0,0,0,0,0,0,1,0.9687559535149552,1,1,24CA-A72C-9634-39B3-2ACD
174,D6C2-DDDC-F9C4-5D59-C8B2_2017-07-05 00:00:14,170106.0,2,1,1,1,1,1,1,1,2,0.3445982481028228,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,441359.0,0,0,0,0,0,0,0,0,0,0.7218058269892799,0,3,D6C2-DDDC-F9C4-5D59-C8B2
175,C9DE-7BC5-5C4D-5999-95F9_2017-10-24 22:11:18,28175.0,3,5,1,2,1,1,1,1,4,1.0234243342857674,0,0,135,0,0,0,23,0,0,0,10,0,23,0,0,3,0,10,0,23,10,0,23,0,0,0,10,2791565.0,0,0,0,0,0,0,0,0,0,0.9900079439948364,1,135,C9DE-7BC5-5C4D-5999-95F9
176,6242-BBDA-C247-8EBB-E48C_2017-09-06 15:06:16,21782.0,6,5,5,3,1,4,3,4,4,1.9657923087569216,14,0,79,12,6,1,0,2,0,0,1,0,0,0,0,7,0,13,6,13,3,9,6,10,0,0,4,2378586.0,0,1,0,12,0,0,0,0,1,0.9909255580810944,1,93,6242-BBDA-C247-8EBB-E48C
177,D64C-A524-454F-7FAA-3279_2017-10-08 03:39:40,1142.0,2,2,1,2,1,1,1,1,2,0.2868359830561607,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3796923.0,0,0,0,0,0,0,0,0,0,0.9996993205750824,1,2,D64C-A524-454F-7FAA-3279
178,CF98-DCCF-D26A-46E6-892E_2017-08-22 23:36:08,2975.0,1,1,1,1,1,1,1,1,1,0.1732052067491771,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357204.0,0,0,0,1,0,0,0,0,0,0.9978127878757134,1,1,CF98-DCCF-D26A-46E6-892E
179,3772-627C-7DD4-B8BA-7FDA_2017-08-31 23:48:02,8354.0,2,2,1,1,2,1,1,1,2,0.2868359830561607,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1263774.0,0,0,0,0,0,0,0,0,0,0.9934330507621876,1,2,3772-627C-7DD4-B8BA-7FDA
